"LOB","Claim_Number","Claimant_Sequence","Party_Update","Coverage_Code_Detail","Claim_Type","ref_claim_number"
CA,2694025,1,"1st Party",Coll,APD,"2694025-1"
CA,2694025,2,"3rd Party",Prop Damage,AL,"2694025-2"
CA,2694245,1,"1st Party",Comp ,APD,"2694245-1"
CA,2694425,1,"1st Party",Towing/VMM/Theft,APD,"2694425-1"
CA,2694585,1,"1st Party",Coll,APD,"2694585-1"
CA,2694585,2,"3rd Party",Prop Damage,AL,"2694585-2"
CA,2694585,3,"3rd Party",Prop Damage,AL,"2694585-3"
CA,2694722,1,"1st Party",Coll,APD,"2694722-1"
CA,2694722,2,"3rd Party",Prop Damage,AL,"2694722-2"
CA,2694724,1,"3rd Party",Coll,AL,"2694724-1"
CA,2694724,2,"3rd Party",Prop Damage,AL,"2694724-2"
CA,2694908,1,"1st Party",Prop Damage,APD,"2694908-1"
CA,2694908,2,"3rd Party",Prop Damage,AL,"2694908-2"
CA,2695268,1,"1st Party",Prop Damage,APD,"2695268-1"
CA,2695268,2,"3rd Party",Prop Damage,AL,"2695268-2"
CA,2695461,1,"1st Party",Comp ,APD,"2695461-1"
CA,2695469,1,"3rd Party",Prop Damage,AL,"2695469-1"
CA,2696421,1,"1st Party",Prop Damage,APD,"2696421-1"
CA,2696421,2,"3rd Party",Prop Damage,AL,"2696421-2"
CA,2696500,1,"1st Party",Coll,APD,"2696500-1"
CA,2696500,2,"3rd Party",Prop Damage,AL,"2696500-2"
CA,2696702,1,"1st Party",Coll,APD,"2696702-1"
CA,2696702,2,"3rd Party",Prop Damage,AL,"2696702-2"
CA,2696828,1,"1st Party",Comp ,APD,"2696828-1"
CA,2696828,2,"3rd Party",Prop Damage,AL,"2696828-2"
CA,2696896,1,"1st Party",Prop Damage,APD,"2696896-1"
CA,2697034,1,"3rd Party",Prop Damage,AL,"2697034-1"
CA,2697071,1,"3rd Party",Prop Damage,AL,"2697071-1"
CA,2697104,1,"1st Party",Comp ,APD,"2697104-1"
CA,2697141,1,"1st Party",Coll,APD,"2697141-1"
CA,2697141,2,"3rd Party",Prop Damage,AL,"2697141-2"
CA,2697141,3,"3rd Party",Prop Damage,AL,"2697141-3"
CA,2697164,1,"1st Party",Prop Damage,APD,"2697164-1"
CA,2697164,2,"3rd Party",Prop Damage,AL,"2697164-2"
CA,2697244,1,"1st Party",Coll,APD,"2697244-1"
CA,2697244,2,"3rd Party",Prop Damage,AL,"2697244-2"
CA,2697247,1,"1st Party",Coll,APD,"2697247-1"
CA,2697247,2,"3rd Party",Prop Damage,AL,"2697247-2"
CA,2697381,1,"1st Party",Coll,APD,"2697381-1"
CA,2697381,2,"3rd Party",Prop Damage,AL,"2697381-2"
CA,2697381,3,"3rd Party",Prop Damage,AL,"2697381-3"
CA,2697851,1,"1st Party",Prop Damage,APD,"2697851-1"
CA,2697851,2,"3rd Party",Prop Damage,AL,"2697851-2"
CA,2698607,1,"1st Party",Coll,APD,"2698607-1"
CA,2698607,2,"3rd Party",Prop Damage,AL,"2698607-2"
CA,2700343,1,"3rd Party",Prop Damage,AL,"2700343-1"
CA,2700365,1,"1st Party",Coll,APD,"2700365-1"
CA,2700365,2,"3rd Party",Prop Damage,AL,"2700365-2"
CA,2700365,3,"3rd Party",Prop Damage,AL,"2700365-3"
CA,2700365,4,"3rd Party",Prop Damage,AL,"2700365-4"
CA,2700690,1,"1st Party",Comp ,APD,"2700690-1"
CA,2700705,1,"1st Party",Coll,APD,"2700705-1"
CA,2700705,2,"3rd Party",Prop Damage,AL,"2700705-2"
CA,2700755,1,"1st Party",Coll,APD,"2700755-1"
CA,2700755,2,"3rd Party",Prop Damage,AL,"2700755-2"
CA,2700809,1,"3rd Party",Prop Damage,AL,"2700809-1"
CA,2701286,1,"1st Party",Comp ,APD,"2701286-1"
CA,2701913,1,"3rd Party",Prop Damage,AL,"2701913-1"
CA,2702046,1,"1st Party",Coll,APD,"2702046-1"
CA,2702046,2,"3rd Party",Prop Damage,AL,"2702046-2"
CA,2702107,1,"1st Party",Coll,APD,"2702107-1"
CA,2702150,1,"3rd Party",Prop Damage,AL,"2702150-1"
CA,2702248,1,"1st Party",Comp ,APD,"2702248-1"
CA,2702538,1,"1st Party",Coll,APD,"2702538-1"
CA,2702538,2,"3rd Party",Prop Damage,AL,"2702538-2"
CA,2702587,1,"1st Party",Coll,APD,"2702587-1"
CA,2702587,2,"3rd Party",Prop Damage,AL,"2702587-2"
CA,2702994,1,"1st Party",Coll,APD,"2702994-1"
CA,2702994,2,"3rd Party",Prop Damage,AL,"2702994-2"
CA,2703348,1,"1st Party",Prop Damage,APD,"2703348-1"
CA,2703348,2,"3rd Party",Prop Damage,AL,"2703348-2"
CA,2703426,1,"1st Party",Coll,APD,"2703426-1"
CA,2703426,2,"3rd Party",Prop Damage,AL,"2703426-2"
CA,2703539,1,"1st Party",Coll,APD,"2703539-1"
CA,2703539,2,"3rd Party",Coll,AL,"2703539-2"
CA,2703616,1,"3rd Party",Coll,AL,"2703616-1"
CA,2703616,2,"1st Party",Prop Damage,APD,"2703616-2"
CA,2703762,1,"1st Party",Prop Damage,APD,"2703762-1"
CA,2703762,2,"3rd Party",Prop Damage,AL,"2703762-2"
CA,2703762,3,"3rd Party",Prop Damage,AL,"2703762-3"
CA,2704076,1,"1st Party",Coll,APD,"2704076-1"
CA,2704076,2,"3rd Party",Prop Damage,AL,"2704076-2"
CA,2704076,3,"3rd Party",Prop Damage,AL,"2704076-3"
CA,2704076,4,"3rd Party",Prop Damage,AL,"2704076-4"
CA,2704112,1,"1st Party",Comp ,APD,"2704112-1"
CA,2704757,1,"1st Party",Prop Damage,APD,"2704757-1"
CA,2704757,2,"3rd Party",Prop Damage,AL,"2704757-2"
CA,2705154,1,"1st Party",Prop Damage,APD,"2705154-1"
CA,2705154,2,"3rd Party",Prop Damage,AL,"2705154-2"
CA,2705154,3,"3rd Party",Prop Damage,AL,"2705154-3"
CA,2705551,1,"1st Party",Coll,APD,"2705551-1"
CA,2705551,2,"3rd Party",Prop Damage,AL,"2705551-2"
CA,2705551,3,"3rd Party",Prop Damage,AL,"2705551-3"
CA,2706278,1,"1st Party",Coll,APD,"2706278-1"
CA,2706278,2,"3rd Party",Coll,AL,"2706278-2"
CA,2706278,3,"3rd Party",Med Pay,AL,"2706278-3"
CA,2706278,4,"3rd Party",Prop Damage,AL,"2706278-4"
CA,2706492,1,"1st Party",Coll,APD,"2706492-1"
CA,2706492,2,"3rd Party",Prop Damage,AL,"2706492-2"
CA,2706785,1,"1st Party",Coll,APD,"2706785-1"
CA,2706785,2,"3rd Party",Prop Damage,AL,"2706785-2"
CA,2707031,1,"1st Party",Comp ,APD,"2707031-1"
CA,2707832,1,"1st Party",Prop Damage,APD,"2707832-1"
CA,2707832,2,"3rd Party",Prop Damage,AL,"2707832-2"
CA,2707902,1,"1st Party",Comp ,APD,"2707902-1"
CA,2707904,1,"1st Party",Comp ,APD,"2707904-1"
CA,2707910,1,"1st party",Coll,APD,"2707910-1"
CA,2707910,2,"3rd Party",Prop Damage,AL,"2707910-2"
CA,2707910,3,"3rd Party",Prop Damage,AL,"2707910-3"
CA,2708126,1,"1st Party",Coll,APD,"2708126-1"
CA,2708126,2,"3rd Party",Prop Damage,AL,"2708126-2"
CA,2708337,1,"1st party",Coll,APD,"2708337-1"
CA,2708369,1,"1st Party",Comp ,APD,"2708369-1"
CA,2708440,1,"1st Party",Prop Damage,APD,"2708440-1"
CA,2708440,2,"3rd Party",Prop Damage,AL,"2708440-2"
CA,2708440,3,"3rd Party",Prop Damage,AL,"2708440-3"
CA,2708473,1,"1st Party",Towing/VMM/Theft,APD,"2708473-1"
CA,2708832,1,"1st Party",Coll,APD,"2708832-1"
CA,2708832,2,"3rd Party",Prop Damage,AL,"2708832-2"
CA,2708897,1,"1st Party",Coll,APD,"2708897-1"
CA,2708897,2,"3rd Party",Prop Damage,AL,"2708897-2"
CA,2708897,3,"3rd Party",Prop Damage,AL,"2708897-3"
CA,2708979,1,"1st Party",Prop Damage,APD,"2708979-1"
CA,2708979,2,"3rd Party",Prop Damage,AL,"2708979-2"
CA,2709018,1,"1st Party",Prop Damage,APD,"2709018-1"
CA,2709018,2,"3rd Party",Prop Damage,AL,"2709018-2"
CA,2709189,1,"1st Party",Coll,APD,"2709189-1"
CA,2709189,2,"1st Party",Coll,APD,"2709189-2"
CA,2709189,3,"3rd Party",Prop Damage,AL,"2709189-3"
CA,2709189,4,"3rd Party",Prop Damage,AL,"2709189-4"
CA,2709189,5,"3rd Party",Prop Damage,AL,"2709189-5"
CA,2709321,1,"1st Party",Coll,APD,"2709321-1"
CA,2709321,2,"3rd Party",Prop Damage,AL,"2709321-2"
CA,2709378,1,"1st Party",Comp ,APD,"2709378-1"
CA,2709560,1,"1st Party",Coll,APD,"2709560-1"
CA,2709560,2,"3rd Party",Prop Damage,AL,"2709560-2"
CA,2709720,1,"1st Party",Coll,APD,"2709720-1"
CA,2709720,2,"3rd Party",Prop Damage,AL,"2709720-2"
CA,2709720,3,"1st Party",Comp ,APD,"2709720-3"
CA,2709731,1,"1st Party",Prop Damage,APD,"2709731-1"
CA,2709731,2,"3rd Party",Prop Damage,AL,"2709731-2"
CA,2709761,1,"1st Party",Coll,APD,"2709761-1"
CA,2709761,2,"3rd Party",Prop Damage,AL,"2709761-2"
CA,2709776,1,"1st Party",Coll,APD,"2709776-1"
CA,2709776,2,"3rd Party",Prop Damage,AL,"2709776-2"
CA,2709829,1,"1st Party",Coll,APD,"2709829-1"
CA,2709829,2,"3rd Party",Prop Damage,AL,"2709829-2"
CA,2710038,1,"1st Party",Comp ,APD,"2710038-1"
CA,2710379,1,"1st Party",Coll,APD,"2710379-1"
CA,2710379,2,"3rd Party",Prop Damage,AL,"2710379-2"
CA,2710379,3,"3rd Party",Prop Damage,AL,"2710379-3"
CA,2710379,4,"3rd Party",Prop Damage,AL,"2710379-4"
CA,2710379,5,"3rd Party",Prop Damage,AL,"2710379-5"
CA,2710379,6,"3rd Party",Prop Damage,AL,"2710379-6"
CA,2710426,1,"1st Party",Prop Damage,APD,"2710426-1"
CA,2710426,2,"3rd Party",Prop Damage,AL,"2710426-2"
CA,2710426,3,"3rd Party",Prop Damage,AL,"2710426-3"
CA,2710428,1,"1st Party",Coll,APD,"2710428-1"
CA,2710428,2,"3rd Party",Prop Damage,AL,"2710428-2"
CA,2710638,1,"1st Party",Coll,APD,"2710638-1"
CA,2710638,2,"3rd Party",Prop Damage,AL,"2710638-2"
CA,2710639,1,"1st Party",Comp ,APD,"2710639-1"
CA,2710713,1,"1st Party",Prop Damage,APD,"2710713-1"
CA,2710713,2,"3rd Party",Prop Damage,AL,"2710713-2"
CA,2710727,1,"1st Party",Coll,APD,"2710727-1"
CA,2710727,2,"3rd Party",Prop Damage,AL,"2710727-2"
CA,2710727,3,"3rd Party",Prop Damage,AL,"2710727-3"
CA,2710727,4,"3rd Party",Prop Damage,AL,"2710727-4"
CA,2710841,1,"1st Party",Prop Damage,APD,"2710841-1"
CA,2710841,2,"3rd Party",Prop Damage,AL,"2710841-2"
CA,2711018,1,"1st Party",Coll,APD,"2711018-1"
CA,2711018,2,"3rd Party",Prop Damage,AL,"2711018-2"
CA,2711018,3,"3rd Party",Prop Damage,AL,"2711018-3"
CA,2711106,1,"1st Party",Comp ,APD,"2711106-1"
CA,2711581,1,"1st Party",Coll,APD,"2711581-1"
CA,2711581,2,"3rd Party",Prop Damage,AL,"2711581-2"
CA,2711650,1,"1st Party",Prop Damage,APD,"2711650-1"
CA,2711650,2,"3rd Party",Prop Damage,AL,"2711650-2"
CA,2711650,3,"1st party",Comp ,APD,"2711650-3"
CA,2712065,1,"1st Party",Coll,APD,"2712065-1"
CA,2712065,2,"3rd Party",Prop Damage,AL,"2712065-2"
CA,2712074,1,"1st Party",Prop Damage,APD,"2712074-1"
CA,2712074,2,"3rd Party",Prop Damage,AL,"2712074-2"
CA,2712074,3,"1st Party",UM Bodily Injury,APD,"2712074-3"
CA,2712389,1,"1st Party",Coll,APD,"2712389-1"
CA,2712389,2,"3rd Party",Prop Damage,AL,"2712389-2"
CA,2712531,1,"1st Party",Comp ,APD,"2712531-1"
CA,2712531,2,"3rd Party",Prop Damage,AL,"2712531-2"
CA,2712531,3,"3rd Party",Prop Damage,AL,"2712531-3"
CA,2712531,4,"3rd Party",Prop Damage,AL,"2712531-4"
CA,2712531,5,"3rd Party",Prop Damage,AL,"2712531-5"
CA,2712534,1,"1st Party",Coll,APD,"2712534-1"
CA,2712534,2,"3rd Party",Prop Damage,AL,"2712534-2"
CA,2712534,3,"3rd Party",Prop Damage,AL,"2712534-3"
CA,2712719,1,"3rd Party",Prop Damage,AL,"2712719-1"
CA,2712719,2,"1st Party",Prop Damage,APD,"2712719-2"
CA,2712719,3,"3rd Party",Prop Damage,AL,"2712719-3"
CA,2713121,1,"1st Party",Coll,APD,"2713121-1"
CA,2713137,1,"1st Party",Coll,APD,"2713137-1"
CA,2713137,2,"3rd Party",Prop Damage,AL,"2713137-2"
CA,2713137,3,"3rd Party",Prop Damage,AL,"2713137-3"
CA,2713137,4,"3rd Party",Prop Damage,AL,"2713137-4"
CA,2713161,1,"1st Party",Coll,APD,"2713161-1"
CA,2713161,2,"3rd Party",Prop Damage,AL,"2713161-2"
CA,2713215,1,"1st Party",Coll,APD,"2713215-1"
CA,2713215,2,"3rd Party",Prop Damage,AL,"2713215-2"
CA,2713326,1,"1st Party",Coll,APD,"2713326-1"
CA,2713326,2,"3rd Party",PIP,AL,"2713326-2"
CA,2713326,3,"3rd Party",Prop Damage,AL,"2713326-3"
CA,2713543,1,"1st Party",Prop Damage,APD,"2713543-1"
CA,2713543,2,"3rd Party",Prop Damage,AL,"2713543-2"
CA,2714228,1,"1st Party",Coll,APD,"2714228-1"
CA,2714228,2,"3rd Party",Prop Damage,AL,"2714228-2"
CA,2714228,3,"1st Party",Coll,APD,"2714228-3"
CA,2714346,1,"1st Party",Prop Damage,APD,"2714346-1"
CA,2714346,2,"3rd Party",Prop Damage,AL,"2714346-2"
CA,2714356,1,"1st Party",Coll,APD,"2714356-1"
CA,2714356,2,"3rd Party",Prop Damage,AL,"2714356-2"
CA,2714605,1,"3rd Party",Prop Damage,AL,"2714605-1"
CA,2714605,2,"3rd Party",Prop Damage,AL,"2714605-2"
CA,2714605,3,"3rd Party",Prop Damage,AL,"2714605-3"
CA,2714636,1,"3rd Party",Prop Damage,AL,"2714636-1"
CA,2714668,1,"1st Party",Comp ,APD,"2714668-1"
CA,2714806,1,"1st party",Coll,APD,"2714806-1"
CA,2714806,2,"3rd Party",Prop Damage,AL,"2714806-2"
CA,2714806,3,"3rd Party",Prop Damage,AL,"2714806-3"
CA,2714806,4,"3rd Party",Prop Damage,AL,"2714806-4"
CA,2714806,5,"3rd Party",Prop Damage,AL,"2714806-5"
CA,2714866,1,"1st Party",Coll,APD,"2714866-1"
CA,2714900,1,"1st Party",Coll,APD,"2714900-1"
CA,2714900,2,"3rd Party",Coll,AL,"2714900-2"
CA,2714946,1,"3rd Party",Prop Damage,AL,"2714946-1"
CA,2714946,2,"1st Party",Coll,APD,"2714946-2"
CA,2714946,3,"3rd Party",Prop Damage,AL,"2714946-3"
CA,2714948,1,"1st Party",Coll,APD,"2714948-1"
CA,2714948,2,"3rd Party",Prop Damage,AL,"2714948-2"
CA,2714979,1,"3rd Party",Comp ,AL,"2714979-1"
CA,2714986,1,"1st Party",Comp ,APD,"2714986-1"
CA,2715053,1,"1st Party",Prop Damage,APD,"2715053-1"
CA,2715053,2,"3rd Party",Prop Damage,AL,"2715053-2"
CA,2715065,1,"1st Party",Coll,APD,"2715065-1"
CA,2715065,2,"3rd Party",Prop Damage,AL,"2715065-2"
CA,2715143,1,"1st Party",Prop Damage,APD,"2715143-1"
CA,2715143,2,"3rd Party",Prop Damage,AL,"2715143-2"
CA,2715280,1,"1st Party",Coll,APD,"2715280-1"
CA,2715956,1,"1st Party",Coll,APD,"2715956-1"
CA,2716063,1,"1st Party",Prop Damage,APD,"2716063-1"
CA,2716063,2,"3rd Party",Prop Damage,AL,"2716063-2"
CA,2716719,1,"1st Party",Coll,APD,"2716719-1"
CA,2716719,2,"3rd Party",Prop Damage,AL,"2716719-2"
CA,2716719,3,"1st Party",Med Pay,APD,"2716719-3"
CA,2716719,4,"1st Party",Towing/VMM/Theft,APD,"2716719-4"
CA,2716725,1,"1st Party",Prop Damage,APD,"2716725-1"
CA,2716725,2,"3rd Party",Prop Damage,AL,"2716725-2"
CA,2717033,1,"1st Party",Coll,APD,"2717033-1"
CA,2717033,2,"3rd Party",Prop Damage,AL,"2717033-2"
CA,2717104,1,"1st Party",Coll,APD,"2717104-1"
CA,2717191,1,"1st Party",Prop Damage,APD,"2717191-1"
CA,2717191,2,"3rd Party",Prop Damage,AL,"2717191-2"
CA,2717191,3,"3rd Party",Prop Damage,AL,"2717191-3"
CA,2717488,1,"1st Party",Prop Damage,APD,"2717488-1"
CA,2717488,2,"3rd Party",Prop Damage,AL,"2717488-2"
CA,2717488,3,"3rd Party",Prop Damage,AL,"2717488-3"
CA,2717488,4,"3rd Party",Prop Damage,AL,"2717488-4"
CA,2717488,5,"3rd Party",Prop Damage,AL,"2717488-5"
CA,2717709,1,"1st party",Prop Damage,APD,"2717709-1"
CA,2717982,1,"1st Party",Coll,APD,"2717982-1"
CA,2717982,2,"3rd Party",Prop Damage,AL,"2717982-2"
CA,2718070,1,"1st Party",Prop Damage,APD,"2718070-1"
CA,2718070,2,"3rd Party",Prop Damage,AL,"2718070-2"
CA,2718070,3,"3rd Party",Prop Damage,AL,"2718070-3"
CA,2718070,4,"3rd Party",Prop Damage,AL,"2718070-4"
CA,2718125,1,"3rd Party",Prop Damage,AL,"2718125-1"
CA,2718125,2,"3rd Party",Prop Damage,AL,"2718125-2"
CA,2718125,3,"3rd Party",Prop Damage,AL,"2718125-3"
CA,2718351,1,"1st Party",Coll,APD,"2718351-1"
CA,2718351,2,"3rd Party",Prop Damage,AL,"2718351-2"
CA,2718573,1,"1st Party",Coll,APD,"2718573-1"
CA,2718573,2,"3rd Party",Prop Damage,AL,"2718573-2"
CA,2718883,1,"1st Party",Coll,APD,"2718883-1"
CA,2719103,1,"1st Party",Comp ,APD,"2719103-1"
CA,2719603,1,"3rd Party",Prop Damage,AL,"2719603-1"
CA,2719652,1,"1st Party",Comp ,APD,"2719652-1"
CA,2719803,1,"1st Party",Coll,APD,"2719803-1"
CA,2719803,2,"3rd Party",Prop Damage,AL,"2719803-2"
CA,2719859,1,"1st Party",Comp ,APD,"2719859-1"
CA,2719950,1,"1st Party",Coll,APD,"2719950-1"
CA,2719950,2,"3rd Party",Prop Damage,AL,"2719950-2"
CA,2719950,3,"3rd Party",Prop Damage,AL,"2719950-3"
CA,2720123,1,"1st Party",Coll,APD,"2720123-1"
CA,2720123,2,"3rd Party",Prop Damage,AL,"2720123-2"
CA,2720291,1,"1st Party",Coll,APD,"2720291-1"
CA,2720291,2,"3rd Party",Prop Damage,AL,"2720291-2"
CA,2720368,1,"1st Party",Prop Damage,APD,"2720368-1"
CA,2720368,2,"3rd Party",Prop Damage,AL,"2720368-2"
CA,2720498,1,"1st Party",Coll,APD,"2720498-1"
CA,2720498,2,"3rd Party",Prop Damage,AL,"2720498-2"
CA,2720660,1,"1st Party",Comp ,APD,"2720660-1"
CA,2720703,1,"1st Party",Coll,APD,"2720703-1"
CA,2720703,2,"3rd Party",Prop Damage,AL,"2720703-2"
CA,2720973,1,"1st Party",Comp ,APD,"2720973-1"
CA,2721422,1,"1st Party",Coll,APD,"2721422-1"
CA,2721422,2,"3rd Party",Prop Damage,AL,"2721422-2"
CA,2721680,1,"3rd Party",Prop Damage,AL,"2721680-1"
CA,2721694,1,"3rd Party",Prop Damage,AL,"2721694-1"
CA,2721694,2,"1st Party",Coll,APD,"2721694-2"
CA,2721694,3,"3rd Party",Prop Damage,AL,"2721694-3"
CA,2721743,1,"1st Party",Coll,APD,"2721743-1"
CA,2721743,2,"3rd Party",Prop Damage,AL,"2721743-2"
CA,2721769,1,"1st Party",Coll,APD,"2721769-1"
CA,2721769,2,"3rd Party",Prop Damage,AL,"2721769-2"
CA,2721859,1,"1st Party",Coll,APD,"2721859-1"
CA,2721859,2,"3rd Party",Prop Damage,AL,"2721859-2"
CA,2721923,1,"1st Party",Coll,APD,"2721923-1"
CA,2721923,2,"3rd Party",Prop Damage,AL,"2721923-2"
CA,2721923,3,"3rd Party",Prop Damage,AL,"2721923-3"
CA,2722012,1,"1st Party",Coll,APD,"2722012-1"
CA,2722012,2,"3rd Party",Prop Damage,AL,"2722012-2"
CA,2722272,1,"1st Party",Coll,APD,"2722272-1"
CA,2722272,2,"3rd Party",Prop Damage,AL,"2722272-2"
CA,2722272,3,"3rd Party",Prop Damage,AL,"2722272-3"
CA,2722280,1,"1st Party",Prop Damage,APD,"2722280-1"
CA,2722295,1,"1st Party",Coll,APD,"2722295-1"
CA,2722295,2,"3rd Party",Prop Damage,AL,"2722295-2"
CA,2722322,1,"1st Party",Coll,APD,"2722322-1"
CA,2722322,2,"3rd Party",Prop Damage,AL,"2722322-2"
CA,2722322,3,"3rd Party",Prop Damage,AL,"2722322-3"
CA,2722322,4,"3rd Party",Prop Damage,AL,"2722322-4"
CA,2722369,1,"3rd Party",Prop Damage,AL,"2722369-1"
CA,2722369,2,"3rd Party",Prop Damage,AL,"2722369-2"
CA,2722369,3,"3rd Party",Prop Damage,AL,"2722369-3"
CA,2722369,4,"1st Party",Prop Damage,APD,"2722369-4"
CA,2722369,5,"3rd Party",Prop Damage,AL,"2722369-5"
CA,2722406,1,"1st Party",Coll,APD,"2722406-1"
CA,2722406,2,"3rd Party",Prop Damage,AL,"2722406-2"
CA,2722406,3,"3rd Party",Prop Damage,AL,"2722406-3"
CA,2722482,1,"1st Party",Coll,APD,"2722482-1"
CA,2722482,2,"3rd Party",Prop Damage,AL,"2722482-2"
CA,2722520,1,"1st Party",Prop Damage,APD,"2722520-1"
CA,2722520,2,"3rd Party",Prop Damage,AL,"2722520-2"
CA,2722520,3,"3rd Party",Prop Damage,AL,"2722520-3"
CA,2722804,1,"1st Party",Comp ,APD,"2722804-1"
CA,2722830,1,"1st Party",Coll,APD,"2722830-1"
CA,2722830,2,"3rd Party",Prop Damage,AL,"2722830-2"
CA,2722938,1,"3rd Party",Prop Damage,AL,"2722938-1"
CA,2722986,1,"1st Party",Prop Damage,APD,"2722986-1"
CA,2722986,2,"3rd Party",Prop Damage,AL,"2722986-2"
CA,2723191,1,"1st Party",Prop Damage,APD,"2723191-1"
CA,2723191,2,"3rd Party",Prop Damage,AL,"2723191-2"
CA,2723341,1,"1st Party",Prop Damage,APD,"2723341-1"
CA,2723341,2,"3rd Party",Prop Damage,AL,"2723341-2"
CA,2723440,1,"1st Party",Prop Damage,APD,"2723440-1"
CA,2723440,2,"3rd Party",Prop Damage,AL,"2723440-2"
CA,2723440,3,"3rd Party",Prop Damage,AL,"2723440-3"
CA,2724240,1,"1st Party",Comp ,APD,"2724240-1"
CA,2724494,1,"1st Party",Comp ,APD,"2724494-1"
CA,2724988,1,"3rd Party",Prop Damage,AL,"2724988-1"
CA,2725003,1,"1st Party",Coll,APD,"2725003-1"
CA,2725003,2,"3rd Party",Prop Damage,AL,"2725003-2"
CA,2725003,3,"3rd Party",Prop Damage,AL,"2725003-3"
CA,2725369,1,"1st Party",Coll,APD,"2725369-1"
CA,2725375,1,"1st Party",Coll,APD,"2725375-1"
CA,2725375,2,"3rd Party",Prop Damage,AL,"2725375-2"
CA,2725375,3,"3rd Party",Prop Damage,AL,"2725375-3"
CA,2725375,4,"3rd Party",Prop Damage,AL,"2725375-4"
CA,2725400,1,"3rd Party",Prop Damage,AL,"2725400-1"
CA,2725515,1,"1st Party",Coll,APD,"2725515-1"
CA,2725515,2,"3rd Party",Prop Damage,AL,"2725515-2"
CA,2725515,3,"3rd Party",Prop Damage,AL,"2725515-3"
CA,2725536,1,"1st Party",Coll,APD,"2725536-1"
CA,2725536,2,"3rd Party",Prop Damage,AL,"2725536-2"
CA,2725536,3,"1st Party",Prop Damage,APD,"2725536-3"
CA,2725536,4,"3rd Party",Prop Damage,AL,"2725536-4"
CA,2725591,1,"1st Party",Coll,APD,"2725591-1"
CA,2725591,2,"3rd Party",Prop Damage,AL,"2725591-2"
CA,2725591,3,"3rd Party",Prop Damage,AL,"2725591-3"
CA,2725591,4,"3rd Party",Prop Damage,AL,"2725591-4"
CA,2725591,5,"3rd Party",Prop Damage,AL,"2725591-5"
CA,2725591,6,"3rd Party",Prop Damage,AL,"2725591-6"
CA,2725591,7,"3rd Party",Prop Damage,AL,"2725591-7"
CA,2725591,8,"3rd Party",Prop Damage,AL,"2725591-8"
CA,2725591,9,"3rd Party",Prop Damage,AL,"2725591-9"
CA,2725598,1,"1st Party",Coll,APD,"2725598-1"
CA,2725598,2,"3rd Party",Prop Damage,AL,"2725598-2"
CA,2726029,1,"1st Party",Coll,APD,"2726029-1"
CA,2726029,2,"3rd Party",Prop Damage,AL,"2726029-2"
CA,2726276,1,"1st Party",Coll,APD,"2726276-1"
CA,2726276,2,"3rd Party",Prop Damage,AL,"2726276-2"
CA,2726276,3,"1st Party",Comp ,APD,"2726276-3"
CA,2726276,4,"3rd Party",Prop Damage,AL,"2726276-4"
CA,2726276,5,"3rd Party",Prop Damage,AL,"2726276-5"
CA,2726276,6,"1st Party",Coll,APD,"2726276-6"
CA,2727070,1,"1st Party",Coll,APD,"2727070-1"
CA,2727070,2,"3rd Party",Prop Damage,AL,"2727070-2"
CA,2727112,1,"1st Party",Coll,APD,"2727112-1"
CA,2727112,2,"3rd Party",Prop Damage,AL,"2727112-2"
CA,2727112,3,"3rd Party",Prop Damage,AL,"2727112-3"
CA,2727212,1,"3rd Party",Prop Damage,AL,"2727212-1"
CA,2727212,2,"1st Party",Coll,APD,"2727212-2"
CA,2727212,3,"3rd Party",Prop Damage,AL,"2727212-3"
CA,2727246,1,"1st Party",Comp ,APD,"2727246-1"
CA,2727256,1,"1st Party",Prop Damage,APD,"2727256-1"
CA,2727256,2,"3rd Party",Prop Damage,AL,"2727256-2"
CA,2727480,1,"1st Party",Coll,APD,"2727480-1"
CA,2727480,2,"3rd Party",Prop Damage,AL,"2727480-2"
CA,2727618,1,"3rd Party",Prop Damage,AL,"2727618-1"
CA,2727640,1,"1st Party",Comp ,APD,"2727640-1"
CA,2727783,1,"1st Party",Prop Damage,APD,"2727783-1"
CA,2727783,2,"1st Party",Prop Damage,APD,"2727783-2"
CA,2727783,3,"3rd Party",Prop Damage,AL,"2727783-3"
CA,2727783,4,"3rd Party",Prop Damage,AL,"2727783-4"
CA,2727783,5,"3rd Party",Prop Damage,AL,"2727783-5"
CA,2727783,6,"1st Party",Prop Damage,APD,"2727783-6"
CA,2728048,1,"1st Party",Comp ,APD,"2728048-1"
CA,2728151,1,"1st Party",Coll,APD,"2728151-1"
CA,2728151,2,"3rd Party",Prop Damage,AL,"2728151-2"
CA,2728595,1,"3rd Party",Prop Damage,AL,"2728595-1"
CA,2729003,1,"1st Party",Coll,APD,"2729003-1"
CA,2729003,2,"3rd Party",Prop Damage,AL,"2729003-2"
CA,2729109,1,"1st Party",Prop Damage,APD,"2729109-1"
CA,2729109,2,"3rd Party",Prop Damage,AL,"2729109-2"
CA,2729126,1,"3rd Party",Prop Damage,AL,"2729126-1"
CA,2729174,1,"1st Party",Comp ,APD,"2729174-1"
CA,2729174,2,"3rd Party",Prop Damage,AL,"2729174-2"
CA,2729174,3,"3rd Party",Prop Damage,AL,"2729174-3"
CA,2729174,4,"3rd Party",Prop Damage,AL,"2729174-4"
CA,2729174,5,"3rd Party",Prop Damage,AL,"2729174-5"
